PMID,Title,Authors,Journal,Year,DOI,PMC_ID,Free_PMC,PDF_Downloaded,PDF_Filename
25683336,Dietary and biomarker estimates of fatty acids and risk of colorectal cancer.,Hodge Allison M; Williamson Elizabeth J; Bassett Julie K; MacInnis Robert J; Giles Graham G; English Dallas R,International journal of cancer,2015,10.1002/ijc.29479,,No,No,
19190170,A prospective study of total and ionized serum calcium and fatal prostate cancer.,Skinner Halcyon G; Schwartz Gary G,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",2009,10.1158/1055-9965.EPI-08-0915,PMC2744491,Yes,Yes,"A prospective study of total and ionized serum calcium and fatal prostate cancer_Skinner Ha_Cancer epidemiology, biomarkers & prevention - a publication of the American Association for Cancer Research, cosponsored by the American Society of Preve.pdf"
38978141,Unlocking the diagnostic power of plasma extracellular vesicle miR-200 family in pancreatic ductal adenocarcinoma.,Liu Daniel S K; Puik Jisce R; Patel Bhavik Y; Venø Morten T; Vahabi Mahrou; Prado Mireia Mato; Webber Jason P; Rees Eleanor; Upton Flora M; Bennett Kate; Blaker Catherine; Immordino Benoit; Comandatore Annalisa; Morelli Luca; Sivakumar Shivan; Swijnenburg Rutger-Jan; Besselink Marc G; Jiao Long R; Kazemier Geert; Giovannetti Elisa; Krell Jonathan; Frampton Adam E,Journal of experimental & clinical cancer research : CR,2024,10.1186/s13046-024-03090-z,PMC11229220,Yes,Yes,PMID_38978141.pdf
34621695,Integrated Analysis of Microbiome and Transcriptome Data Reveals the Interplay Between Commensal Bacteria and Fibrin Degradation in Endometrial Cancer.,Li Chao; Gu Ye; He Qizhi; Huang Jian; Song Yunfeng; Wan Xiaoping; Li Yiran,Frontiers in cellular and infection microbiology,2021,10.3389/fcimb.2021.748558,PMC8490766,Yes,Yes,PMID_34621695.pdf
30178257,Methylation and MicroRNA Profiling to Understand Racial Disparities of Prostate Cancer.,Banerjee Hirendra Nath; Kahan William; Kumar Vineet; Verma Mukesh,"Methods in molecular biology (Clifton, N.J.)",2018,10.1007/978-1-4939-8751-1_15,,No,No,
34599664,Serum neurofilament light chain levels as biomarker of paclitaxel-induced cognitive impairment in patients with breast cancer: a prospective study.,Argyriou Andreas A; Karteri Sofia; Bruna Jordi; Mariotto Sara; Simo Marta; Velissaris Dimitrios; Kalofonou Foteini; Cavaletti Guido; Ferrari Sergio; Kalofonos Haralabos P,Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,2022,10.1007/s00520-021-06509-x,,No,No,
27701415,A Prospective Study of Comparing Multi-Gene Biomarker Chip and Serum Carcinoembryonic Antigen in the Postoperative Surveillance for Patients with Stage I-III Colorectal Cancer.,Chang Yu-Tang; Huang Ming-Yii; Yeh Yung-Sung; Huang Ching-Wen; Tsai Hsiang-Lin; Cheng Tian-Lu; Wang Jaw-Yuan,PloS one,2016,10.1371/journal.pone.0163264,PMC5049757,Yes,Yes,PMID_27701415.pdf
34087341,TMB or not TMB as a biomarker: That is the question.,Addeo Alfredo; Friedlaender Alex; Banna Giuseppe L; Weiss Glen J,Critical reviews in oncology/hematology,2021,10.1016/j.critrevonc.2021.103374,,No,No,
37710256,Early identification of lung cancer patients with venous thromboembolism: development and validation of a risk prediction model.,Di Wenjuan; Xu Haotian; Ling Chunhua; Xue Ting,Thrombosis journal,2023,10.1186/s12959-023-00544-w,PMC10500728,Yes,Yes,PMID_37710256.pdf
30887755,Prospective study of the efficacy and utility of TP53 mutations in circulating tumor DNA as a non-invasive biomarker of treatment response monitoring in patients with high-grade serous ovarian carcinoma.,Kim Yong Man; Lee Shin Wha; Lee Young Jae; Lee Ha Young; Lee Jong Eun; Choi Eun Kyung,Journal of gynecologic oncology,2019,10.3802/jgo.2019.30.e32,PMC6424844,Yes,Yes,PMID_30887755.pdf
29123408,The matrix metalloproteinase and insulin-like growth factor system in oral cancer - a prospective clinical study.,Schiegnitz Eik; Kämmerer Peer W; Schön Holger; Gülle Christoph; Berres Manfred; Sagheb Keyvan; Al-Nawas Bilal,OncoTargets and therapy,2017,10.2147/OTT.S149231,PMC5661464,Yes,Yes,PMID_29123408.pdf
33752121,Relaxin as a potential diagnostic biomarker for ovarian cancer- A prospective study.,Gkrozou F; Pappa C; Tsonis O; Dimitriou E; Paschopoulos M,"European journal of obstetrics, gynecology, and reproductive biology",2021,10.1016/j.ejogrb.2021.03.008,,No,No,
35962796,Comprehensive comparison of the prognostic value of systemic inflammation biomarkers for cancer cachexia: a multicenter prospective study.,Xie Hailun; Ruan Guotian; Wei Lishuang; Zhang Heyang; Ge Yizhong; Zhang Qi; Lin Shiqi; Song Mengmeng; Zhang Xi; Liu Xiaoyue; Yang Ming; Tang Meng; Song Chun-Hua; Deng Li; Shi Hanping,Inflammation research : official journal of the European Histamine Research Society ... [et al.],2022,10.1007/s00011-022-01626-7,,No,No,
35756627,A Comprehensive Understanding of the Genomic Bone Tumor Landscape: A Multicenter Prospective Study.,Xie Xianbiao; Bian Yiying; Li Haomiao; Yin Junqiang; Tian Lantian; Jiang Renbing; Zeng Ziliang; Shi Xiaoliang; Lei Zixiong; Hou Changhe; Qu Yueting; Wang Liwei; Shen Jingnan,Frontiers in oncology,2022,10.3389/fonc.2022.835004,PMC9213736,Yes,Yes,PMID_35756627.pdf
26056477,Transforming growth factor-beta-1 is a serum biomarker of radiation-induced pneumonitis in esophageal cancer patients treated with thoracic radiotherapy: preliminary results of a prospective study.,Li Jingxia; Mu Shuangfeng; Mu Lixiang; Zhang Xiaohui; Pang Ranran; Gao Shegan,OncoTargets and therapy,2015,10.2147/OTT.S79433,PMC4446015,Yes,Yes,PMID_26056477.pdf
30993424,A critical appraisal of biomarkers in prostate cancer.,Narayan Vikram M,World journal of urology,2020,10.1007/s00345-019-02759-x,,No,No,
34341387,"Serum miR371 in testicular germ cell cancer before and after orchiectomy, assessed by digital-droplet PCR in a prospective study.",Myklebust Mette Pernille; Thor Anna; Rosenlund Benedikte; Gjengstø Peder; Karlsdottir Ása; Brydøy Marianne; Bercea Bogdan S; Olsen Christian; Johnson Ida; Berg Mathilde I; Langberg Carl W; Andreassen Kristine E; Kjellman Anders; Haugnes Hege S; Dahl Olav,Scientific reports,2021,10.1038/s41598-021-94812-2,PMC8329070,Yes,Yes,PMID_34341387.pdf
38976164,"A prospective study of vitamin D, proinflammatory cytokines, and risk of fragility fractures in women on aromatase inhibitors for breast cancer.",Liang Emily; Beshara Michael; Sheng Haiyang; Huang Xin-Wei; Roh Janise M; Laurent Cecile A; Lee Catherine; Delmerico Jennifer; Tang Li; Lo Joan C; Hong Chi-Chen; Ambrosone Christine B; Kushi Lawrence H; Kwan Marilyn L; Yao Song,Breast cancer research and treatment,2024,10.1007/s10549-024-07423-6,,No,No,
39644107,Differentiating Glioma Recurrence and Pseudoprogression by APTw CEST MRI.,Karimian-Jazi Kianush; Enbergs Noah; Golubtsov Evgeny; Schregel Katharina; Ungermann Johannes; Fels-Palesandro Hannah; Schwarz Daniel; Sturm Volker; Kernbach Julius M; Batra David; Ippen Franziska M; Pflüger Irada; von Knebel Doeberitz Nikolaus; Heiland Sabine; Bunse Lukas; Platten Michael; Winkler Frank; Wick Wolfgang; Paech Daniel; Bendszus Martin; Breckwoldt Michael O,Investigative radiology,2025,10.1097/RLI.0000000000001145,,No,No,
28558669,Calretinin as a blood-based biomarker for mesothelioma.,Johnen Georg; Gawrych Katarzyna; Raiko Irina; Casjens Swaantje; Pesch Beate; Weber Daniel G; Taeger Dirk; Lehnert Martin; Kollmeier Jens; Bauer Torsten; Musk Arthur W; Robinson Bruce W S; Brüning Thomas; Creaney Jenette,BMC cancer,2017,10.1186/s12885-017-3375-5,PMC5450182,Yes,Yes,PMID_28558669.pdf
35042519,A signature of saliva-derived exosomal small RNAs as predicting biomarker for esophageal carcinoma: a multicenter prospective study.,Li Kai; Lin Yusheng; Luo Yichen; Xiong Xiao; Wang Lu; Durante Kameron; Li Junkuo; Zhou Fuyou; Guo Yi; Chen Shaobin; Chen Yuping; Zhang Dianzheng; Yeung Sai-Ching Jim; Zhang Hao,Molecular cancer,2022,10.1186/s12943-022-01499-8,PMC8764835,Yes,Yes,PMID_35042519.pdf
24463248,"Dietary lycopene, angiogenesis, and prostate cancer: a prospective study in the prostate-specific antigen era.",Zu Ke; Mucci Lorelei; Rosner Bernard A; Clinton Steven K; Loda Massimo; Stampfer Meir J; Giovannucci Edward,Journal of the National Cancer Institute,2014,10.1093/jnci/djt430,PMC3952200,Yes,Yes,PMID_24463248.pdf
34885095,Changes in the Proteome in the Development of Chronic Human Papillomavirus Infection-A Prospective Study in HIV Positive and HIV Negative Rwandan Women.,Bienvenu Emile; Mukanyangezi Marie Francoise; Rulisa Stephen; Martner Anna; Hasséus Bengt; Vorontsov Egor; Tobin Gunnar; Giglio Daniel,Cancers,2021,10.3390/cancers13235983,PMC8656715,Yes,Yes,PMID_34885095.pdf
27721611,Human MutL homolog 1 immunoexpression in oral leukoplakia and oral squamous cell carcinoma: A prospective study in Indian population.,Chaudhari Narendra T; Tupkari Jagdish V; Joy Tabita; Ahire Manisha S,Journal of oral and maxillofacial pathology : JOMFP,2016,10.4103/0973-029X.190948,PMC5051294,Yes,Yes,PMID_27721611.pdf
25119181,A prospective study of biomarker-guided chemotherapy in patients with non-small cell lung cancer.,Zhang Qiang; Zhu Xiaoli; Zhang Li; Sun Siqing; Huang Jing; Lin Yong,Cancer chemotherapy and pharmacology,2014,10.1007/s00280-014-2513-x,PMC4175041,Yes,Yes,PMID_25119181.pdf
30967647,Intratumor heterogeneity of PD-L1 expression in head and neck squamous cell carcinoma.,Rasmussen Jacob H; Lelkaitis Giedrius; Håkansson Katrin; Vogelius Ivan R; Johannesen Helle H; Fischer Barbara M; Bentzen Søren M; Specht Lena; Kristensen Claus A; von Buchwald Christian; Wessel Irene; Friborg Jeppe,British journal of cancer,2019,10.1038/s41416-019-0449-y,PMC6734649,Yes,Yes,PMID_30967647.pdf
34439201,"Aberrant Plasma Cell Contamination of Peripheral Blood Stem Cell Autografts, Assessed by Next-Generation Flow Cytometry, Is a Negative Predictor for Deep Response Post Autologous Transplantation in Multiple Myeloma; A Prospective Study in 199 Patients.",Kostopoulos Ioannis V; Eleutherakis-Papaiakovou Evangelos; Rousakis Pantelis; Ntanasis-Stathopoulos Ioannis; Panteli Chrysanthi; Orologas-Stavrou Nikolaos; Kanellias Nikolaos; Malandrakis Panagiotis; Liacos Christine-Ivy; Papaioannou Nikos E; Papanota Aristea-Maria; Migkou Magdalini; Fotiou Despina; Gavriatopoulou Maria; Angelis Nikolaos V; Kastritis Efstathios; Dimopoulos Meletios-Athanasios; Tsitsilonis Ourania E; Terpos Evangelos,Cancers,2021,10.3390/cancers13164047,PMC8391595,Yes,Yes,PMID_34439201.pdf
25105437,A new biomarker panel in bronchoalveolar lavage for an improved lung cancer diagnosis.,Uribarri María; Hormaeche Itsaso; Zalacain Rafael; Lopez-Vivanco Guillermo; Martinez Antonio; Nagore Daniel; Ruiz-Argüello M Begoña,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,2014,10.1097/JTO.0000000000000282,,No,No,
30073150,Biomarkers for Immune Checkpoint Inhibitors in Melanoma.,Kitano Shigehisa; Nakayama Takayuki; Yamashita Makiko,Frontiers in oncology,2018,10.3389/fonc.2018.00270,PMC6058029,Yes,Yes,PMID_30073150.pdf
24361552,Biomarker research with prospective study designs for the early detection of cancer.,Pesch B; Brüning T; Johnen G; Casjens S; Bonberg N; Taeger D; Müller A; Weber D G; Behrens T,Biochimica et biophysica acta,2014,10.1016/j.bbapap.2013.12.007,,No,No,
39766045,Impact of Serum GDF-15 and IL-6 on Immunotherapy Response in Cancer: A Prospective Study.,Akdogan Orhun; Turkmen Sena; Uyar Galip Can; Yucel Kadriye Bir; Tufekci Busra; Gurler Fatih; Yazici Ozan; Ozdemir Nuriye; Ozet Ahmet; Karakaya Cengiz; Sutcuoglu Osman,Cancers,2024,10.3390/cancers16244146,PMC11674841,Yes,Yes,PMID_39766045.pdf
39069571,Cancer and immune response: The role of PD-1/PD-L1 checkpoint in laryngeal carcinoma. Preliminary results.,Verro Barbara; Saraniti Giuseppe; Ottoveggio Gaetano; Saraniti Carmelo,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,2024,10.1007/s00405-024-08822-7,PMC11416417,Yes,Yes,PMID_39069571.pdf
38443899,Sex-related differences in serum biomarker levels predict the activity and efficacy of immune checkpoint inhibitors in advanced melanoma and non-small cell lung cancer patients.,Pasello Giulia; Fabricio Aline S C; Del Bianco Paola; Salizzato Valentina; Favaretto Adolfo; Piccin Luisa; Zustovich Fable; Fabozzi Alessio; De Rossi Costanza; Pigozzo Jacopo; De Nuzzo Mattia; Cappelletto Elia; Bonanno Laura; Palleschi Dario; De Salvo Gian Luca; Guarneri Valentina; Gion Massimo; Chiarion-Sileni Vanna,Journal of translational medicine,2024,10.1186/s12967-024-04920-6,PMC10916307,Yes,Yes,PMID_38443899.pdf
26792388,Circulating let-7g is down-regulated in Bernese Mountain dogs with disseminated histiocytic sarcoma and carcinomas - a prospective study.,Børresen B; Nielsen L N; Jessen L R; Kristensen A T; Fredholm M; Cirera S,Veterinary and comparative oncology,2017,10.1111/vco.12196,,No,No,
35390767,Immune Checkpoint Inhibitor Use in Solid Organ Transplant Recipients: A Systematic Review.,Portuguese Andrew J; Tykodi Scott S; Blosser Christopher D; Gooley Ted A; Thompson John A; Hall Evan T,Journal of the National Comprehensive Cancer Network : JNCCN,2022,10.6004/jnccn.2022.7009,,No,No,
24123044,Serum DNA hypermethylation in patients with kidney cancer: results of a prospective study.,Hauser Stefan; Zahalka Tobias; Fechner Guido; Müller Stefan C; Ellinger Jörg,Anticancer research,2013,,,No,No,
34543520,Serial circulating tumor DNA to predict early recurrence in patients with hepatocellular carcinoma: a prospective study.,Zhu Gui-Qi; Liu Wei-Ren; Tang Zheng; Qu Wei-Feng; Fang Yuan; Jiang Xi-Fei; Song Shu-Shu; Wang Han; Tao Chen-Yang; Zhou Pei-Yun; Huang Run; Gao Jun; Sun Hai-Xiang; Ding Zhen-Bin; Peng Yuan-Fei; Dai Zhi; Zhou Jian; Fan Jia; Shi Ying-Hong,Molecular oncology,2022,10.1002/1878-0261.13105,PMC8763657,Yes,Yes,PMID_34543520.pdf
33509945,Molecular profiling of advanced non-small cell lung cancer in the era of immunotherapy approach: a multicenter Italian observational prospective study of biomarker screening in daily clinical practice.,Vavala Tiziana; Malapelle Umberto; Veggiani Claudia; Ludovini Vienna; Papotti Mauro; Leone Alvaro; Graziano Paolo; Minari Roberta; Bono Francesca; Sapino Anna; Manotti Laura; Troncone Giancarlo; Pisapia Pasquale; Girlando Salvatore; Buffoni Lucio; Righi Luisella; Colantonio Ida; Bertetto Oscar; Novello Silvia,Journal of clinical pathology,2022,10.1136/jclinpath-2020-207339,,No,No,
28469363,Importance of miR-299-5p in colorectal cancer.,Fateh Alavieh; Feizi Mohammad Ali Hosseinpour; Safaralizadeh Reza; Azarbarzin Shirin,Annals of gastroenterology,2017,10.20524/aog.2017.0139,PMC5411383,Yes,Yes,PMID_28469363.pdf
23179397,The role of novel biomarker HE4 in endometrial cancer: a case control prospective study.,Angioli Roberto; Plotti Francesco; Capriglione Stella; Montera Roberto; Damiani Patrizio; Ricciardi Roberto; Aloisi Alessia; Luvero Daniela; Cafà Ester Valentina; Dugo Nella; Angelucci Michela; Benedetti-Panici Pierluigi,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,2013,10.1007/s13277-012-0583-0,,No,No,
36509552,A prospective cohort study of TIMP1 as prognostic biomarker in gastric and colon cancer.,Macedo Filipa Castro; Cunha Nuno; Pereira Tatiana Cunha; Soares Rita Felix; Monteiro Ana Raquel; Bonito Nuno; Valido Frederico; Sousa Gabriela,Chinese clinical oncology,2022,10.21037/cco-22-69,,No,No,
30061666,Texture Analysis as Imaging Biomarker for recurrence in advanced cervical cancer treated with CCRT.,Meng Jie; Liu Shunli; Zhu Lijing; Zhu Li; Wang Huanhuan; Xie Li; Guan Yue; He Jian; Yang Xiaofeng; Zhou Zhengyang,Scientific reports,2018,10.1038/s41598-018-29838-0,PMC6065361,Yes,Yes,PMID_30061666.pdf
39830022,Circulating tumor DNA analysis for prediction of prognosis and molecular insights in patients with resectable gastric cancer: results from a prospective study.,Liu Zheng; Shi Zhongyi; Jiang Wenchao; Shen Zhenbin; Chen Weidong; Shen Kuntang; Sun Yihong; Tang Zhaoqing; Wang Xuefei,MedComm,2025,10.1002/mco2.70065,PMC11742430,Yes,Yes,PMID_39830022.pdf
39541377,Biomarkers Improving Genetic and Metastatic Disease Prediction in Paraganglioma: Insights From a Prospective Study.,Drossart Tom; Buffet Alexandre; Janbain Ali; Ottolenghi Chris; Amar Laurence; Libé Rossella; Drui Delphine; Lussey-Lepoutre Charlotte; Mancini Maxence; Lounis Timgad; Guénégou-Arnoux Armelle; Méatchi Tchao; Bertherat Jérôme; Burnichon Nelly; Favier Judith; Gimenez-Roqueplo Anne-Paule; COMETE-TACTIC Study Group,The Journal of clinical endocrinology and metabolism,2025,10.1210/clinem/dgae797,,No,No,
27376130,Concordance in Biomarker Status Between Bladder Tumors at Time of Transurethral Resection and Subsequent Radical Cystectomy: Results of a 5-year Prospective Study.,Passoni Niccolò M; Shariat Shahrokh F; Bagrodia Aditya; Francis Franto; Rachakonda Varun; Xylinas Evanguelos; Kapur Payal; Sagalowsky Arthur I; Lotan Yair,"Bladder cancer (Amsterdam, Netherlands)",2016,10.3233/BLC-150036,PMC4927883,Yes,Yes,PMID_27376130.pdf
30338850,Circulating exosomal noncoding RNAs as prognostic biomarkers in human hepatocellular carcinoma.,Lee Yu Rim; Kim Gyeonghwa; Tak Won Young; Jang Se Young; Kweon Young Oh; Park Jung Gil; Lee Hye Won; Han Young Seok; Chun Jae Min; Park Soo Young; Hur Keun,International journal of cancer,2019,10.1002/ijc.31931,,No,No,
18844615,"HBV A1762T, G1764A mutations are a valuable biomarker for identifying a subset of male HBsAg carriers at extremely high risk of hepatocellular carcinoma: a prospective study.",Fang Zhong-Liao; Sabin Caroline A; Dong Bai-Qing; Ge Lian-Ying; Wei Shao-Chao; Chen Qin-Yan; Fang Kong-Xiong; Yang Jin-Ye; Wang Xue-Yan; Harrison Tim J,The American journal of gastroenterology,2008,10.1111/j.1572-0241.2008.01974.x,PMC2566798,Yes,Yes,PMID_18844615.pdf
29272054,Proinflammatory cytokines as serum biomarker in oral carcinoma-A prospective multi-biomarker approach.,Schiegnitz Eik; Kämmerer Peer W; Schön Holger; Blatt Sebastian; Berres Manfred; Sagheb Keyvan; Al-Nawas Bilal,Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,2018,10.1111/jop.12670,,No,No,
28815606,Prospective study of urinary prostaglandin E2 metabolite and pancreatic cancer risk.,Cui Yong; Shu Xiao-Ou; Li Hong-Lan; Yang Gong; Wen Wanqing; Gao Yu-Tang; Cai Qiuyin; Rothman Nathaniel; Yin Hui-Yong; Lan Qing; Xiang Yong-Bing; Zheng Wei,International journal of cancer,2017,10.1002/ijc.31007,PMC5749224,Yes,Yes,PMID_28815606.pdf
25327965,Dynamic changes of the inflammation-based index predict mortality following chemoembolisation for hepatocellular carcinoma: a prospective study.,Pinato D J; Karamanakos G; Arizumi T; Adjogatse D; Kim Y W; Stebbing J; Kudo M; Jang J W; Sharma R,Alimentary pharmacology & therapeutics,2014,10.1111/apt.12992,,No,No,
39867897,Nationwide multi-centric prospective study for the identification of biomarkers to predict the treatment responses of nivolumab through comprehensive analyses of pretreatment plasma exosome mRNAs from head and neck cancer patients (BIONEXT study).,Sato Kuniaki; Toh Satoshi; Murakami Taku; Nakano Takafumi; Hongo Takahiro; Matsuo Mioko; Hashimoto Kazuki; Sugasawa Masashi; Yamazaki Keisuke; Ueki Yushi; Nakashima Torahiko; Uryu Hideoki; Ono Takeharu; Umeno Hirohito; Ueda Tsutomu; Kano Satoshi; Tsukahara Kiyoaki; Watanabe Akihito; Ota Ichiro; Monden Nobuya; Iwae Shigemichi; Maruo Takashi; Asada Yukinori; Hanai Nobuhiro; Sano Daisuke; Ozawa Hiroyuki; Asakage Takahiro; Fukusumi Takahito; Masuda Muneyuki,Frontiers in immunology,2024,10.3389/fimmu.2024.1464419,PMC11758179,Yes,Yes,PMID_39867897.pdf
37898854,Prognostic Significance of Neutrophil-Lymphocyte Ratio in Patients of High-Grade Glioma Undergoing Adjuvant Chemoradiation: A Prospective Study.,Sharma Prashasti; Medhi Partha Pratim; Bhattacharyya Mouchumee; Nath Jyotiman; Kalita Apurba Kumar,Asian Pacific journal of cancer prevention : APJCP,2023,10.31557/APJCP.2023.24.10.3487,PMC10770670,Yes,Yes,PMID_37898854.pdf
24481866,Plasma tumor necrosis factor-α and C-reactive protein as biomarker for survival in head and neck squamous cell carcinoma.,Andersson Bengt-Åke; Lewin Freddi; Lundgren Jan; Nilsson Mats; Rutqvist Lars-Erik; Löfgren Sture; Laytragoon-Lewin Nongnit,Journal of cancer research and clinical oncology,2014,10.1007/s00432-014-1592-8,PMC11823750,Yes,Yes,PMID_24481866.pdf
37855851,Amide proton transfer-weighted imaging and derived radiomics in the classification of adult-type diffuse gliomas.,Wu Minghao; Jiang Tongling; Guo Min; Duan Yunyun; Zhuo Zhizheng; Weng Jinyuan; Xie Cong; Sun Jun; Li Junjie; Cheng Dan; Liu Xing; Du Jiang; Zhang Xianchang; Zhang Yi; Liu Yaou,European radiology,2024,10.1007/s00330-023-10343-6,,No,No,
